13,155,0,29,29,4805.8,0.460507703,タイトルの文字数,ブックマーク数,標本,タイトルの文字数（標本内平均）,ブックマーク数（標本内平均）
6,4,,,,,,,,,,
18,2,,,,,,,,,,
11,19,,,,,,,,,,
13,38,,,,,,,,,,
17,12,,,,,,,,,,
8,1,,,,,,,,,,
22,161,,,,,,,,,,
30,4057,,,,,,,,,,
10,1,,,,,,,,,,
16,6,,,,,,,,,,
5,1,,,,,,,,,,
53,37,,,,,,,,,,
16,2,,,,,,,,,,
4,29,,,,,,,,,,
9,2420,,,,,,,,,,
16,9,,,,,,,,,,
14,3,,,,,,,,,,
10,2,,,,,,,,,,
15,1,,,,,,,,,,
12,13,,,,,,,,,,
48,132,,,,,,,,,,
30,9,,,,,,,,,,
21,190,,,,,,,,,,
40,6308,,,,,,,,,,
13,21,,,,,,,,,,
8,1,,,,,,,,,,
6,33,,,,,,,,,,
7,2,,,,,,,,,,
19,17,,,,,,,,,,
62,28,,,,,,,,,,
14,35,,,,,,,,,,
14,3,,,,,,,,,,
10,3,,,,,,,,,,
15,1,,,,,,,,,,
11,132,,,,,,,,,,
83,281,,,,,,,,,,
22,5,,,,,,,,,,
26,1,,,,,,,,,,
9,3,,,,,,,,,,
20,104,,,,,,,,,,
11,258,,,,,,,,,,
96,16,,,,,,,,,,
36,116,,,,,,,,,,
20,3,,,,,,,,,,
27,7,,,,,,,,,,
29,1,,,,,,,,,,
15,52,,,,,,,,,,
7,1,,,,,,,,,,
6,29,,,,,,,,,,
9,358,,,,,,,,,,
39,8,,,,,,,,,,
90,68,,,,,,,,,,
10,1,,,,,,,,,,
9,1,,,,,,,,,,
8,5,,,,,,,,,,
16,2,,,,,,,,,,
15,3,,,,,,,,,,
23,1,,,,,,,,,,
29,1,,,,,,,,,,
9,7,,,,,,,,,,
12,8,,,,,,,,,,
32,2,,,,,,,,,,
18,3,,,,,,,,,,
16,14,,,,,,,,,,
34,5,,,,,,,,,,
24,39,,,,,,,,,,
5,2,,,,,,,,,,
37,2,,,,,,,,,,
12,6,,,,,,,,,,
99,72,,,,,,,,,,
13,1,,,,,,,,,,
21,8,,,,,,,,,,
24,18,,,,,,,,,,
10,2,,,,,,,,,,
12,19,,,,,,,,,,
23,5,,,,,,,,,,
13,34,,,,,,,,,,
10,17,,,,,,,,,,
22,35,,,,,,,,,,
2,5,,,,,,,,,,
10,3,,,,,,,,,,
17,2,,,,,,,,,,
6,19,,,,,,,,,,
41,2,,,,,,,,,,
9,6,,,,,,,,,,
10,2,,,,,,,,,,
31,329,,,,,,,,,,
2,1,,,,,,,,,,
28,797,,,,,,,,,,
10,1,,,,,,,,,,
5,1,,,,,,,,,,
36,22,,,,,,,,,,
17,147,,,,,,,,,,
11,185,,,,,,,,,,
40,1,,,,,,,,,,
10,14,,,,,,,,,,
2,1,,,,,,,,,,
25,31,,,,,,,,,,
7,60,,,,,,,,,,
19,9,,,,,,,,,,
15,2,,,,,,,,,,
7,1,,,,,,,,,,
8,16,,,,,,,,,,
5,1,,,,,,,,,,
20,30,,,,,,,,,,
10,31,,,,,,,,,,
14,2,,,,,,,,,,
31,6,,,,,,,,,,
59,10,,,,,,,,,,
10,1,,,,,,,,,,
25,5,,,,,,,,,,
8,12,,,,,,,,,,
95,351,,,,,,,,,,
12,20,,,,,,,,,,
21,3,,,,,,,,,,
6,49,,,,,,,,,,
16,7441,,,,,,,,,,
17,3,,,,,,,,,,
96,139,,,,,,,,,,
14,20,,,,,,,,,,
23,1,,,,,,,,,,
15,121,,,,,,,,,,
4,2,,,,,,,,,,
16,1,,,,,,,,,,
35,29,,,,,,,,,,
37,18,,,,,,,,,,
54,3,,,,,,,,,,
6,2,,,,,,,,,,
9,582,,,,,,,,,,
42,2,,,,,,,,,,
15,216,,,,,,,,,,
37,3432,,,,,,,,,,
29,7,,,,,,,,,,
4,3,,,,,,,,,,
33,54,,,,,,,,,,
48,1,,,,,,,,,,
9,2,,,,,,,,,,
4,4,,,,,,,,,,
14,1,,,,,,,,,,
6,1,,,,,,,,,,
23,1,,,,,,,,,,
72,3,,,,,,,,,,
15,10,,,,,,,,,,
7,1,,,,,,,,,,
25,1,,,,,,,,,,
98,2,,,,,,,,,,
46,5,,,,,,,,,,
24,2,,,,,,,,,,
33,1470,,,,,,,,,,
7,3,,,,,,,,,,
11,1,,,,,,,,,,
39,4,,,,,,,,,,
37,1,,,,,,,,,,
9,4,,,,,,,,,,
12,11,,,,,,,,,,
34,3,,,,,,,,,,
16,1,,,,,,,,,,
12,1,,,,,,,,,,
8,508,,,,,,,,,,
30,2,,,,,,,,,,
9,3,,,,,,,,,,
24,22107,,,,,,,,,,
29,1,,,,,,,,,,
19,11,,,,,,,,,,
11,1,,,,,,,,,,
6,1,,,,,,,,,,
31,48,,,,,,,,,,
7,1,,,,,,,,,,
21,2,,,,,,,,,,
27,85,,,,,,,,,,
9,2,,,,,,,,,,
4,1,,,,,,,,,,
24,25,,,,,,,,,,
26,1,,,,,,,,,,
13,3,,,,,,,,,,
31,10,,,,,,,,,,
20,1,,,,,,,,,,
9,1,,,,,,,,,,
36,10,,,,,,,,,,
9,1,,,,,,,,,,
5,1,,,,,,,,,,
49,38,,,,,,,,,,
6,1,,,,,,,,,,
28,246,,,,,,,,,,
20,33,,,,,,,,,,
16,227,,,,,,,,,,
17,1,,,,,,,,,,
11,2,,,,,,,,,,
14,1,,,,,,,,,,
9,32,,,,,,,,,,
29,43,,,,,,,,,,
6,7,,,,,,,,,,
6,1,,,,,,,,,,
30,43,,,,,,,,,,
19,1,,,,,,,,,,
6,1480,,,,,,,,,,
30,53,,,,,,,,,,
15,99,,,,,,,,,,
7,1825,,,,,,,,,,
12,2,,,,,,,,,,
36,10,,,,,,,,,,
13,1,,,,,,,,,,
31,17,,,,,,,,,,
43,7,,,,,,,,,,
18,1,,,,,,,,,,
100,155,,,,,,,,,,
27,14,,,,,,,,,,
47,3657,,,,,,,,,,
9,1,,,,,,,,,,
5,12,,,,,,,,,,
3,8,,,,,,,,,,
46,9,,,,,,,,,,
14,1,,,,,,,,,,
11,1,,,,,,,,,,
6,62,,,,,,,,,,
18,13,,,,,,,,,,
13,10,,,,,,,,,,
28,1623,,,,,,,,,,
4,1,,,,,,,,,,
49,12,,,,,,,,,,
7,23,,,,,,,,,,
10,6,,,,,,,,,,
13,32,,,,,,,,,,
18,4,,,,,,,,,,
11,60,,,,,,,,,,
16,3,,,,,,,,,,
7,20,,,,,,,,,,
19,70,,,,,,,,,,
10,1,,,,,,,,,,
20,375,,,,,,,,,,
19,3,,,,,,,,,,
23,1,,,,,,,,,,
12,21,,,,,,,,,,
7,2,,,,,,,,,,
39,1,,,,,,,,,,
27,1,,,,,,,,,,
14,36,,,,,,,,,,
48,2,,,,,,,,,,
10,1,,,,,,,,,,
31,335,,,,,,,,,,
6,1,,,,,,,,,,
39,11,,,,,,,,,,
44,34,,,,,,,,,,
15,7,,,,,,,,,,
38,2,,,,,,,,,,
14,11,,,,,,,,,,
7,23,,,,,,,,,,
9,136,,,,,,,,,,
13,1,,,,,,,,,,
14,5,,,,,,,,,,
10,1,,,,,,,,,,
12,2,,,,,,,,,,
18,2612,,,,,,,,,,
11,1,,,,,,,,,,
15,21,,,,,,,,,,
9,7,,,,,,,,,,
2,2,,,,,,,,,,
36,12,,,,,,,,,,
34,1242,,,,,,,,,,
30,21,,,,,,,,,,
4,1,,,,,,,,,,
3,2,,,,,,,,,,
47,1,,,,,,,,,,
5,2,,,,,,,,,,
24,70,,,,,,,,,,
14,45,,,,,,,,,,
12,1,,,,,,,,,,
5,1,,,,,,,,,,
38,70,,,,,,,,,,
6,24,,,,,,,,,,
14,2589,,,,,,,,,,
18,407,,,,,,,,,,
6,2,,,,,,,,,,
20,325,,,,,,,,,,
14,1,,,,,,,,,,
8,1,,,,,,,,,,
81,110,,,,,,,,,,
17,1,,,,,,,,,,
15,90,,,,,,,,,,
42,9,,,,,,,,,,
19,1,,,,,,,,,,
5,562,,,,,,,,,,
7,1,,,,,,,,,,
14,2,,,,,,,,,,
25,2,,,,,,,,,,
21,25,,,,,,,,,,
11,8,,,,,,,,,,
12,10,,,,,,,,,,
5,1,,,,,,,,,,
10,1,,,,,,,,,,
24,2,,,,,,,,,,
8,4,,,,,,,,,,
3,9,,,,,,,,,,
15,14,,,,,,,,,,
39,18,,,,,,,,,,
11,1,,,,,,,,,,
7,17,,,,,,,,,,
19,3,,,,,,,,,,
30,257,,,,,,,,,,
8,1,,,,,,,,,,
53,12,,,,,,,,,,
14,1,,,,,,,,,,
16,16,,,,,,,,,,
33,5,,,,,,,,,,
37,5,,,,,,,,,,
17,2,,,,,,,,,,
22,699,,,,,,,,,,
19,1,,,,,,,,,,
53,1529,,,,,,,,,,
22,790,,,,,,,,,,
7,1,,,,,,,,,,
7,9,,,,,,,,,,
34,4,,,,,,,,,,
17,1,,,,,,,,,,
16,78,,,,,,,,,,
47,17,,,,,,,,,,
11,285,,,,,,,,,,
5,1,,,,,,,,,,
11,2,,,,,,,,,,
8,3,,,,,,,,,,
14,1,,,,,,,,,,
5,13,,,,,,,,,,
73,52,,,,,,,,,,
6,1,,,,,,,,,,
19,14,,,,,,,,,,
21,17,,,,,,,,,,
36,2,,,,,,,,,,
5,2,,,,,,,,,,
11,500,,,,,,,,,,
31,23,,,,,,,,,,
7,1,,,,,,,,,,
13,1,,,,,,,,,,
24,9,,,,,,,,,,
33,25,,,,,,,,,,
1,6,,,,,,,,,,
14,7,,,,,,,,,,
7,1,,,,,,,,,,
7,1,,,,,,,,,,
37,11,,,,,,,,,,
39,7,,,,,,,,,,
6,1,,,,,,,,,,
9,2,,,,,,,,,,
26,1170,,,,,,,,,,
16,1,,,,,,,,,,
12,32,,,,,,,,,,
16,3,,,,,,,,,,
5,1,,,,,,,,,,
71,6,,,,,,,,,,
32,667,,,,,,,,,,
12,1,,,,,,,,,,
33,2,,,,,,,,,,
21,180,,,,,,,,,,
32,8,,,,,,,,,,
30,51,,,,,,,,,,
24,1,,,,,,,,,,
4,10,,,,,,,,,,
8,2,,,,,,,,,,
32,19,,,,,,,,,,
9,1,,,,,,,,,,
75,38,,,,,,,,,,
9,1,,,,,,,,,,
15,759,,,,,,,,,,
13,2,,,,,,,,,,
7,1,,,,,,,,,,
27,1,,,,,,,,,,
13,1,,,,,,,,,,
21,6,,,,,,,,,,
7,1,,,,,,,,,,
14,2,,,,,,,,,,
10,11,,,,,,,,,,
12,2,,,,,,,,,,
53,75,,,,,,,,,,
18,1,,,,,,,,,,
12,12,,,,,,,,,,
49,83,,,,,,,,,,
5,1,,,,,,,,,,
30,1,,,,,,,,,,
54,4,,,,,,,,,,
16,158,,,,,,,,,,
20,7,,,,,,,,,,
43,1,,,,,,,,,,
5,1,,,,,,,,,,
10,7,,,,,,,,,,
14,19,,,,,,,,,,
9,4,,,,,,,,,,
16,6,,,,,,,,,,
4,7,,,,,,,,,,
12,2,,,,,,,,,,
39,2,,,,,,,,,,
10,1,,,,,,,,,,
36,10,,,,,,,,,,
67,433,,,,,,,,,,
17,27,,,,,,,,,,
13,13,,,,,,,,,,
10,753,,,,,,,,,,
17,3,,,,,,,,,,
26,26,,,,,,,,,,
4,147,,,,,,,,,,
61,49,,,,,,,,,,
27,6,,,,,,,,,,
10,2,,,,,,,,,,
17,2,,,,,,,,,,
11,5,,,,,,,,,,
35,1,,,,,,,,,,
9,8,,,,,,,,,,
22,170,,,,,,,,,,
10,1,,,,,,,,,,
3,1,,,,,,,,,,
14,130,,,,,,,,,,
12,10,,,,,,,,,,
45,37,,,,,,,,,,
15,1,,,,,,,,,,
29,3,,,,,,,,,,
17,4,,,,,,,,,,
1,1,,,,,,,,,,
24,353,,,,,,,,,,
10,3,,,,,,,,,,
23,41,,,,,,,,,,
4,1,,,,,,,,,,
16,5,,,,,,,,,,
15,1753,,,,,,,,,,
10,2,,,,,,,,,,
36,93,,,,,,,,,,
28,27,,,,,,,,,,
30,1,,,,,,,,,,
9,19,,,,,,,,,,
14,10,,,,,,,,,,
9,1,,,,,,,,,,
61,7,,,,,,,,,,
2,1,,,,,,,,,,
21,1,,,,,,,,,,
4,1,,,,,,,,,,
14,1,,,,,,,,,,
9,1,,,,,,,,,,
35,10,,,,,,,,,,
41,1,,,,,,,,,,
28,6,,,,,,,,,,
10,5,,,,,,,,,,
24,2,,,,,,,,,,
13,1,,,,,,,,,,
24,1,,,,,,,,,,
12,438,,,,,,,,,,
16,761,,,,,,,,,,
59,152,,,,,,,,,,
7,5,,,,,,,,,,
16,7,,,,,,,,,,
15,3,,,,,,,,,,
48,1,,,,,,,,,,
17,6,,,,,,,,,,
18,1,,,,,,,,,,
34,15,,,,,,,,,,
15,1,,,,,,,,,,
10,15,,,,,,,,,,
80,11,,,,,,,,,,
60,2,,,,,,,,,,
87,11,,,,,,,,,,
9,1,,,,,,,,,,
36,4,,,,,,,,,,
22,1,,,,,,,,,,
47,8,,,,,,,,,,
16,58,,,,,,,,,,
25,2,,,,,,,,,,
13,25,,,,,,,,,,
4,1,,,,,,,,,,
12,4,,,,,,,,,,
27,9,,,,,,,,,,
11,14,,,,,,,,,,
22,1,,,,,,,,,,
44,1,,,,,,,,,,
8,7,,,,,,,,,,
11,90,,,,,,,,,,
25,2,,,,,,,,,,
32,1,,,,,,,,,,
13,1,,,,,,,,,,
12,3413,,,,,,,,,,
43,2,,,,,,,,,,
6,5,,,,,,,,,,
12,4,,,,,,,,,,
3,1,,,,,,,,,,
2,1,,,,,,,,,,
18,2,,,,,,,,,,
5,30,,,,,,,,,,
58,4,,,,,,,,,,
12,2,,,,,,,,,,
20,54,,,,,,,,,,
12,2785,,,,,,,,,,
21,1,,,,,,,,,,
4,5,,,,,,,,,,
2,1,,,,,,,,,,
17,326,,,,,,,,,,
26,3,,,,,,,,,,
40,3,,,,,,,,,,
21,1,,,,,,,,,,
8,94,,,,,,,,,,
3,1,,,,,,,,,,
20,114,,,,,,,,,,
33,14,,,,,,,,,,
11,2,,,,,,,,,,
20,1,,,,,,,,,,
62,117,,,,,,,,,,
10,19,,,,,,,,,,
16,91,,,,,,,,,,
30,298,,,,,,,,,,
17,1,,,,,,,,,,
26,841,,,,,,,,,,
12,1,,,,,,,,,,
28,35,,,,,,,,,,
50,3,,,,,,,,,,
9,2,,,,,,,,,,
15,7,,,,,,,,,,
6,1,,,,,,,,,,
30,12,,,,,,,,,,
8,8,,,,,,,,,,
47,1579,,,,,,,,,,
30,271,,,,,,,,,,
17,1,,,,,,,,,,
12,1,,,,,,,,,,
16,304,,,,,,,,,,
29,1,,,,,,,,,,
6,4,,,,,,,,,,
9,10,,,,,,,,,,
42,219,,,,,,,,,,
13,2,,,,,,,,,,
7,1,,,,,,,,,,
26,28,,,,,,,,,,
6,1,,,,,,,,,,
10,1,,,,,,,,,,
29,10,,,,,,,,,,
28,9294,,,,,,,,,,
6,2,,,,,,,,,,
30,2,,,,,,,,,,
5,1,,,,,,,,,,
11,25,,,,,,,,,,
24,59,,,,,,,,,,
26,105,,,,,,,,,,
8,7,,,,,,,,,,
24,171,,,,,,,,,,
4,11,,,,,,,,,,
18,23,,,,,,,,,,
4,45,,,,,,,,,,
17,1920,,,,,,,,,,
8,786,,,,,,,,,,
22,28,,,,,,,,,,
14,1,,,,,,,,,,
37,27,,,,,,,,,,
17,1221,,,,,,,,,,
9,1,,,,,,,,,,
16,222,,,,,,,,,,
11,20,,,,,,,,,,
52,46,,,,,,,,,,
21,2,,,,,,,,,,
8,13,,,,,,,,,,
20,1,,,,,,,,,,
30,1,,,,,,,,,,
17,1,,,,,,,,,,
5,3,,,,,,,,,,
29,2,,,,,,,,,,
43,20,,,,,,,,,,
8,4,,,,,,,,,,
8,1,,,,,,,,,,
18,2,,,,,,,,,,
10,1,,,,,,,,,,
30,8,,,,,,,,,,
12,2,,,,,,,,,,
9,4,,,,,,,,,,
17,4,,,,,,,,,,
34,26,,,,,,,,,,
11,40,,,,,,,,,,
20,4,,,,,,,,,,
21,1,,,,,,,,,,
5,171,,,,,,,,,,
12,1,,,,,,,,,,
48,2,,,,,,,,,,
43,279,,,,,,,,,,
6,3,,,,,,,,,,
23,32,,,,,,,,,,
6,1,,,,,,,,,,
8,1,,,,,,,,,,
13,14,,,,,,,,,,
21,4,,,,,,,,,,
9,1,,,,,,,,,,
12,11,,,,,,,,,,
14,2,,,,,,,,,,
19,279,,,,,,,,,,
9,68,,,,,,,,,,
3,1,,,,,,,,,,
11,1,,,,,,,,,,
7,143,,,,,,,,,,
41,70,,,,,,,,,,
27,42,,,,,,,,,,
5,1,,,,,,,,,,
8,4,,,,,,,,,,
17,5,,,,,,,,,,
20,518,,,,,,,,,,
22,3,,,,,,,,,,
26,7,,,,,,,,,,
14,42,,,,,,,,,,
40,6,,,,,,,,,,
26,12,,,,,,,,,,
26,24,,,,,,,,,,
28,1,,,,,,,,,,
12,3,,,,,,,,,,
12,7,,,,,,,,,,
8,1,,,,,,,,,,
28,1040,,,,,,,,,,
11,1,,,,,,,,,,
5,2,,,,,,,,,,
8,1,,,,,,,,,,
57,3,,,,,,,,,,
26,1,,,,,,,,,,
40,66,,,,,,,,,,
9,26,,,,,,,,,,
8,1,,,,,,,,,,
13,422,,,,,,,,,,
9,3,,,,,,,,,,
15,10,,,,,,,,,,
7,3,,,,,,,,,,
30,21,,,,,,,,,,
33,5,,,,,,,,,,
14,5,,,,,,,,,,
37,3,,,,,,,,,,
11,4,,,,,,,,,,
5,2,,,,,,,,,,
13,2,,,,,,,,,,
10,1,,,,,,,,,,
60,1179,,,,,,,,,,
14,330,,,,,,,,,,
11,112,,,,,,,,,,
6,1,,,,,,,,,,
32,1,,,,,,,,,,
20,3,,,,,,,,,,
4,1,,,,,,,,,,
28,4,,,,,,,,,,
5,2,,,,,,,,,,
12,2,,,,,,,,,,
12,5013,,,,,,,,,,
10,41,,,,,,,,,,
7,85,,,,,,,,,,
16,176,,,,,,,,,,
14,32,,,,,,,,,,
10,36,,,,,,,,,,
11,44,,,,,,,,,,
9,11,,,,,,,,,,
42,71,,,,,,,,,,
7,1,,,,,,,,,,
10,5,,,,,,,,,,
8,1,,,,,,,,,,
48,18,,,,,,,,,,
12,10,,,,,,,,,,
12,918,,,,,,,,,,
8,4,,,,,,,,,,
24,1,,,,,,,,,,
9,1,,,,,,,,,,
20,2,,,,,,,,,,
22,48,,,,,,,,,,
62,61,,,,,,,,,,
26,44252,,,,,,,,,,
24,1,,,,,,,,,,
37,90,,,,,,,,,,
9,1,,,,,,,,,,
17,6,,,,,,,,,,
17,74,,,,,,,,,,
23,2,,,,,,,,,,
7,1,,,,,,,,,,
20,1,,,,,,,,,,
56,1744,,,,,,,,,,
30,2,,,,,,,,,,
34,352,,,,,,,,,,
5,1,,,,,,,,,,
22,3,,,,,,,,,,
10,3,,,,,,,,,,
42,1,,,,,,,,,,
21,11,,,,,,,,,,
30,1,,,,,,,,,,
36,7,,,,,,,,,,
45,1815,,,,,,,,,,
12,25,,,,,,,,,,
26,2,,,,,,,,,,
3,2,,,,,,,,,,
35,4,,,,,,,,,,
17,7,,,,,,,,,,
33,166,,,,,,,,,,
18,14,,,,,,,,,,
14,1,,,,,,,,,,
20,2,,,,,,,,,,
38,7,,,,,,,,,,
18,1,,,,,,,,,,
11,4,,,,,,,,,,
9,5,,,,,,,,,,
21,3,,,,,,,,,,
10,1,,,,,,,,,,
23,441,,,,,,,,,,
8,48,,,,,,,,,,
1,2,,,,,,,,,,
11,1,,,,,,,,,,
35,1,,,,,,,,,,
34,61,,,,,,,,,,
22,2,,,,,,,,,,
17,1,,,,,,,,,,
11,6,,,,,,,,,,
2,1,,,,,,,,,,
17,2,,,,,,,,,,
10,3,,,,,,,,,,
20,42,,,,,,,,,,
14,2,,,,,,,,,,
2,1,,,,,,,,,,
37,28,,,,,,,,,,
14,1403,,,,,,,,,,
38,4,,,,,,,,,,
20,8,,,,,,,,,,
7,331,,,,,,,,,,
35,1785,,,,,,,,,,
16,3521,,,,,,,,,,
74,3,,,,,,,,,,
38,127,,,,,,,,,,
8,1,,,,,,,,,,
8,13,,,,,,,,,,
10,4,,,,,,,,,,
5,1,,,,,,,,,,
41,95,,,,,,,,,,
13,1,,,,,,,,,,
10,1,,,,,,,,,,
5,6,,,,,,,,,,
53,333,,,,,,,,,,
17,1,,,,,,,,,,
18,2,,,,,,,,,,
9,6,,,,,,,,,,
19,8,,,,,,,,,,
11,1,,,,,,,,,,
19,16,,,,,,,,,,
6,2,,,,,,,,,,
23,241,,,,,,,,,,
4,3,,,,,,,,,,
27,4,,,,,,,,,,
13,59,,,,,,,,,,
3,4,,,,,,,,,,
7,4,,,,,,,,,,
13,2,,,,,,,,,,
16,3,,,,,,,,,,
6,4,,,,,,,,,,
7,2,,,,,,,,,,
12,26,,,,,,,,,,
5,1,,,,,,,,,,
22,1,,,,,,,,,,
51,1,,,,,,,,,,
33,2,,,,,,,,,,
17,16,,,,,,,,,,
13,2,,,,,,,,,,
7,5,,,,,,,,,,
38,1,,,,,,,,,,
4,3,,,,,,,,,,
9,1,,,,,,,,,,
16,3,,,,,,,,,,
16,3,,,,,,,,,,
25,1,,,,,,,,,,
34,28,,,,,,,,,,
15,1,,,,,,,,,,
26,945,,,,,,,,,,
25,1,,,,,,,,,,
39,4,,,,,,,,,,
46,3,,,,,,,,,,
23,2,,,,,,,,,,
8,1,,,,,,,,,,
23,18,,,,,,,,,,
30,514,,,,,,,,,,
11,2172,,,,,,,,,,
38,7,,,,,,,,,,
2,1,,,,,,,,,,
22,21,,,,,,,,,,
8,1,,,,,,,,,,
18,109,,,,,,,,,,
10,1103,,,,,,,,,,
7,1,,,,,,,,,,
10,1,,,,,,,,,,
32,2,,,,,,,,,,
20,29,,,,,,,,,,
5,27,,,,,,,,,,
10,455,,,,,,,,,,
27,20,,,,,,,,,,
14,2,,,,,,,,,,
4,3,,,,,,,,,,
22,12,,,,,,,,,,
14,12,,,,,,,,,,
14,135,,,,,,,,,,
12,1,,,,,,,,,,
7,3,,,,,,,,,,
5,3,,,,,,,,,,
10,29,,,,,,,,,,
6,1,,,,,,,,,,
33,23,,,,,,,,,,
59,9,,,,,,,,,,
19,1,,,,,,,,,,
2,1,,,,,,,,,,
13,1,,,,,,,,,,
12,60,,,,,,,,,,
14,238,,,,,,,,,,
25,19,,,,,,,,,,
67,4,,,,,,,,,,
19,1,,,,,,,,,,
24,1,,,,,,,,,,
13,9,,,,,,,,,,
38,72,,,,,,,,,,
8,1,,,,,,,,,,
25,479,,,,,,,,,,
26,2,,,,,,,,,,
14,1,,,,,,,,,,
15,17,,,,,,,,,,
2,1,,,,,,,,,,
6,4,,,,,,,,,,
13,94,,,,,,,,,,
11,2,,,,,,,,,,
10,2,,,,,,,,,,
31,1,,,,,,,,,,
10,4,,,,,,,,,,
30,6,,,,,,,,,,
9,1,,,,,,,,,,
14,1,,,,,,,,,,
6,8,,,,,,,,,,
38,18,,,,,,,,,,
16,1,,,,,,,,,,
30,2,,,,,,,,,,
30,1,,,,,,,,,,
11,4,,,,,,,,,,
16,1,,,,,,,,,,
25,29,,,,,,,,,,
18,1,,,,,,,,,,
9,72,,,,,,,,,,
2,3,,,,,,,,,,
16,10,,,,,,,,,,
8,2,,,,,,,,,,
20,5,,,,,,,,,,
4,1,,,,,,,,,,
39,2,,,,,,,,,,
53,11,,,,,,,,,,
14,2,,,,,,,,,,
10,174,,,,,,,,,,
17,1,,,,,,,,,,
20,1,,,,,,,,,,
14,3,,,,,,,,,,
12,11197,,,,,,,,,,
10,1,,,,,,,,,,
49,2687,,,,,,,,,,
6,42,,,,,,,,,,
14,1,,,,,,,,,,
25,1,,,,,,,,,,
26,9,,,,,,,,,,
7,4,,,,,,,,,,
5,7,,,,,,,,,,
11,146,,,,,,,,,,
4,2,,,,,,,,,,
9,13,,,,,,,,,,
22,18,,,,,,,,,,
8,2,,,,,,,,,,
8,7,,,,,,,,,,
23,15,,,,,,,,,,
9,1,,,,,,,,,,
12,2,,,,,,,,,,
20,1,,,,,,,,,,
29,71,,,,,,,,,,
11,25,,,,,,,,,,
5,1,,,,,,,,,,
42,37,,,,,,,,,,
30,17,,,,,,,,,,
7,1,,,,,,,,,,
15,3,,,,,,,,,,
7,1,,,,,,,,,,
16,6,,,,,,,,,,
22,13,,,,,,,,,,
6,2,,,,,,,,,,
14,2,,,,,,,,,,
